Visual,Somatomotor,Dorsal Attention,Ventral Attention,Limbic,Frontoparietal,Default
-1.185171474694828,-1.0955734428001318,-0.6087957016262783,-1.3234382011760406,-1.285254332574236,-1.0340504230125402,-0.5774183943667578
-1.8317245281597787,-0.34655725395106474,0.017585908523277727,-0.8968105270966353,-0.668643219111404,-0.3093407772557756,-0.0003594826683691503
-0.1714578458235927,1.122862668509262,0.4938693204423265,0.2117420453546711,0.15925844917820764,0.8991991732165975,1.1465995132128404
-0.2027673741314488,0.48612338199311406,1.1561005232320674,-0.8596317037121688,-0.927351515398246,0.9819268161597497,-0.02721439568219006
-0.5053734485246494,0.956139215469321,1.2286995613937401,0.9751415442341598,-0.9606373676295608,0.9779192495071565,0.23328272403839706
1.3685116141404263,1.2735929816504128,2.45902611478126,1.4331092774258538,0.1901359026348756,1.3229759520230997,1.235851900013304
-0.5968517818337331,-0.7233622103094353,1.3843089836239284,-1.3968742557149645,-0.4683931254595653,-0.29219900899253115,0.25126961843222145
-0.6304487461604842,1.202950156154658,0.24266588500818445,0.5431912009053997,-0.8568786840045142,-0.010001000694543854,0.06965714771557802
-0.32449867073742794,0.6006101627659048,-0.442643167703448,0.12191826808286345,-0.6782651467684977,-1.0010431548459968,-1.5863482122299561
0.9343246335489652,0.3258657357879946,1.3950002333935407,0.35552487594434623,-0.2520758504222603,0.8915700135231672,0.4386410590002969
0.6599010542029204,0.43102452151508236,1.7133110530471758,0.06537527658639893,0.48688825007352127,1.4054074114555561,0.9847922560066839
-0.3173504126063678,-1.2450826630734246,-0.4983147840355332,-1.723047645687332,-1.6647184980049172,-0.8976387854788969,-1.0192557562453008
-0.9562968536366919,0.08655313485829128,-0.5977801490251097,-0.9993856265940522,-1.7489053080235013,-1.0368174489373152,-0.3891567990994379
1.566675048926551,0.5493275772570823,2.0520782182422423,0.8667939988530897,0.2761703708806471,0.7141747010496537,1.333504167607423
1.2280435640889065,0.8133688840360394,1.9725071656418993,0.8196178517889864,-0.025988451404150594,0.7784594276090139,-0.26295885033009647
-0.4900059344296999,0.6462645412543268,0.30000159988871544,0.7300088876128107,-1.054085426060173,-0.5767509931180599,-1.5159635236680318
0.33814453700611663,0.772775978791127,0.8074924745128945,0.8944643483071768,-0.5412442933185962,-0.2743679421939207,-0.5911937828676844
-0.0032663947895081565,-0.24023032437639527,0.5182818099392479,-0.7031470600669089,-0.8717544408502164,-0.562737056670781,-1.2680545462902275
-0.2344052350053079,-0.5654960032756374,0.25593111089763976,-1.0481066753266741,-1.6079685501279715,-1.0809948738945097,-1.3609715995039218
0.8512289203862297,0.2968163340282085,-0.5250627729579802,-0.6187171112254334,-0.6247427792575134,-0.461267792124545,0.05761602937835138
0.3747140591807965,1.2997344480743906,1.0338101167609905,1.2181907715662899,-0.4142258296563189,-0.34320998020550014,0.24261985056431012
-1.543690024835396,0.12535160609075352,1.213819299048941,0.7308996356064156,-0.9945029694066195,-0.009661647837570932,-0.6307920094254572
-0.3398973512160558,0.6568121878880179,1.1146800172321079,0.069156774342278,-0.859620015152804,0.4442904505289085,-0.21349262980938105
-1.272370724031664,-1.54969036905905,-0.45977456869416955,-1.4195262872749053,-1.0636887461861937,-1.5482490176391954,-1.8607901871447523
-0.985792088801273,0.6842362267756937,0.5633587531605121,-0.10419587081762736,-0.9327749472998346,-0.19403464298340162,0.30582301030061043
-0.018385335862081693,-0.9186917589396709,0.7566839763822114,-1.110028541750237,-0.3209562321484201,-0.5336280002176965,-0.6676745966277643
-0.04744984555273981,-0.7782671871128855,-0.07021668823737479,-0.9647823859835761,-0.7128215955395857,-0.7592415225658015,-1.9090370856178605
-0.8026156000998643,-0.9188407467453814,-1.018263801135579,-1.7383867159311628,-2.421916327438988,-2.3655975916789163,-2.2907094304396454
1.4486906920682476,2.4189179858829077,2.192583897383566,1.4548916158621465,0.02368571954650003,1.4498056648553272,1.7094480322026495
1.5775081384597818,1.816868468946154,1.2654785879678954,1.7263583804503513,0.42949336353053136,0.9616980118120408,0.10843790436202544
0.09189446585686387,-1.250190559041664,-0.9763870964162041,-1.5807660137353545,-1.2507733834688213,-1.8904364601353758,-1.7654917930644698
-1.8814792842013741,-2.8000501053552034,-1.0123741313915182,-1.7370605074901304,-0.987240063188921,-2.3983698349654796,-2.8247766193372503
-1.6571005902057612,-0.879768504395818,-1.739675535673775,-0.596204487928642,-0.224698877413415,-0.718772387235336,-1.1707554067443373
-0.5971605165494069,-0.6620197162932885,-0.15042299394248637,-0.5379025970580638,-2.606497738806708,0.5854451214964004,-0.4824560985627799
-0.35755357305398516,0.8735640877231898,-0.37991844239426903,0.4460613228404683,-0.21570537536675533,0.5605406252622395,-0.18548372222099965
-0.7060714992738263,-1.2173289989684148,-0.497701723567694,-0.7839199331093578,0.007460343544128195,-0.4269474707405428,-0.3349239993929219
0.3472843267236322,-0.61755883917073,-0.14915125518908814,-0.6695406618759615,0.16826050340676388,0.3106322389716337,0.016364140199963382
0.5967675145350357,-0.1290243875937149,0.15069209277844509,-0.32573428927715137,-0.6749821867716558,0.9678019451059237,0.010018466005653252
0.9156485388497134,0.5961278678505676,0.6443834679878068,0.2576678996005845,-0.7533220876900736,0.3228982611767255,-0.11512749481609266
0.74024183725353,0.3241904956233234,0.359055145382399,0.03399894199036,0.22296379195899635,0.2792693098805359,0.5384590877226398
-0.3243035799476537,-0.25089208434629817,-0.8425491782619723,-1.24562539542013,0.9622005518638821,-0.4914475791811819,0.21551377131562963
-1.4164990154945376,-0.7784601024275913,-0.9295626319696272,-1.035203460935503,0.165935130508263,-1.151631311150512,0.32972183143499223
-0.958212518983896,-0.7837978059720511,-1.2497442409294064,-0.631934072701649,-0.4273764192960437,-1.3246319438599454,-0.5868914750297151
1.8263329555327883,1.1332019511092972,0.4559960414304264,1.0095459562051632,-0.7246750544682671,1.379406687799839,1.6192213376246891
1.4593560004634882,0.8816354128074065,0.563724264041814,0.6003237662497716,0.524860658547959,0.3290411225746122,0.7871864161233977
0.7357008462732663,-0.21835819025046985,0.010554334826433814,0.02872672382716705,-1.317863990840229,0.0634629464673858,0.007210348813584929
0.36309567086909567,0.6022330124061731,0.9031165617870599,0.04955811599261225,-0.2211180236765547,1.2783322084472832,0.7664795552395247
0.8254362542659277,0.6712152897843036,0.5892768908453293,-0.03437892958018127,1.089374618761379,1.0212061863713917,1.8953417102102077
-0.3397362179534777,-0.20248017258376183,-0.8784091174230916,-0.26336075301485745,0.49744272656328214,-0.8872512510075836,0.3524460438056269
-0.3366522454372348,-0.39899734486023103,-0.464650101351319,-1.1618898870812298,-0.35083285417713916,-0.9511836212505013,-0.042618643874519864
-0.8157220652042714,-0.5815735751525832,-0.6001892313190399,-1.0745354435145253,-0.6438103386663123,-0.07742280670575853,-0.319262154235077
-1.344804247432402,-1.072332403544432,-0.44198774196414076,-0.9462476850873928,-0.48752325459780327,-0.25596739709532534,-0.27865200229942155
0.7018721721520264,0.06656669478647934,0.8738461992475928,0.36580968084076587,0.3933929544277607,0.43881857339816754,1.3297040459362603
0.7508867365548658,-0.4992438343175505,0.08578340246367053,0.25077859900727384,-0.5218463483103967,0.6926115591126745,0.13302563614979396
-0.2572270854565923,-0.6982336123437516,-0.22057441911976308,-0.8504947196016622,-0.37203174615040835,-0.10865929659089038,0.2250083729813838
1.4102773993491573,1.2652644151279058,1.0448402681594322,1.2160625239427365,0.1613272410599008,0.9021470916192867,1.776781918943174
1.3472908576888354,2.4418030740431163,2.020742838026963,2.3999847499624267,2.5393484437576967,2.587208464665207,2.3220590011720588
-0.14046264283031148,0.22749629720940423,0.08050855298627915,0.45276049228785376,0.495192641704505,0.4124468459468137,-0.05075353282355485
0.5767623567653974,0.3177120865974063,0.3447130596185337,0.5481815284282707,1.4094434174093209,1.446349710629797,0.6674648801901504
0.6753259122495243,-0.910602426864668,-0.26178116777726707,-0.5507526564548528,-0.3274709075180481,0.7098081179727399,-0.07893729196896355
-0.12830767172753976,-0.7741652459633337,-0.42939320481544396,-1.163754848078204,-0.3227204018267553,-0.2763136933144683,0.26782801211497614
0.22645490194344428,-0.962016101284511,-0.38546226717902443,-0.38529026874708844,0.18952437079955434,-0.36784537764175573,-0.40342967560370585
0.4982942913596859,-1.2907285965623816,-0.7326116344787348,-0.5475757047946248,-1.464415605729957,-0.7734204437474091,-0.7599085550518866
-1.0626056062352274,-0.14549364529970518,-1.2408542512973124,-0.12132550474801869,0.06663755914718733,0.1597550446828722,-0.20240696332944932
-0.4652469888332382,0.6458184561170275,0.03833450390844713,0.032191470676158795,-0.0231634200809861,1.0399845352398873,0.4976289814645941
0.4423040908272585,1.3335167968362658,-0.23516545820066073,0.8052569496587116,0.13581067778470235,-0.06583002719844581,-0.31042170775223965
0.12127493498601515,-0.21374454068814625,0.08534599319065578,-0.10100037606358185,1.7707514656781695,0.7275380860621943,0.05069428217422035
-1.1003049613532079,-1.090562743145178,-0.5481735523432861,-0.49053509576298,0.20944919826312564,-0.7760337894322942,-0.5340077995431645
-1.647289921969259,-0.610829724010068,-1.469575052781376,-0.9886334813747718,-0.9590390764608148,-1.172777482618049,-0.529402625241805
0.5386541764262934,0.2690944231210435,-0.13658232071527832,-0.28907467251879476,1.048961195167021,-0.2068835089550633,0.5186898646887494
-0.5232312644002909,-0.9919248346570804,-1.0008461486810807,-0.9493113725128332,0.2559138278932428,-0.9298221995406365,-0.3558043832466709
-1.7303275381201746,-1.358414037309767,-2.229322626346753,-1.3917528847059522,0.432588454582161,-1.798911139728266,-1.2167627014007472
0.757999612495266,0.7966143745177081,0.19308869819239416,1.3470595563044963,1.2132356820256391,0.92432480230847,1.2717944268029429
0.6098659004510355,-0.36661564992192053,-0.6510602057283797,0.9488319635740478,0.3070408303040694,-0.018363697835913146,0.37892392804222735
-1.226561010768142,-1.1103079489935779,-2.1371308450407165,-0.012148234412878175,0.1264613649293417,-2.018978232052369,-1.6841549755282232
-1.0313571639064347,-2.132639891614996,-1.9759274677280843,-0.7689341610527782,-0.5037090617169288,-0.9167099322689969,-0.7951630733885472
-0.47612010027217755,-0.708296741210827,-0.32406794971096353,0.6028448256736166,0.697376835560547,1.0483874809884883,1.3091294440565737
0.5282755595288652,-0.3745328751607537,-0.3851983863863795,0.6762204195109878,1.2446432058142574,0.5328999888905642,0.5875321453042497
-0.09464589934291062,-1.7210561035873404,-1.6899356462211659,-1.556249963094577,0.39546510639161087,-1.4771738606919533,-0.3134033057368112
0.44974647131465834,0.3327318355951945,0.040076341737000934,0.24777603771661175,0.45588696529735645,-0.742549836080216,0.23341614094313864
1.1624619688163877,0.5885276296058675,-0.14698292979556613,-0.24473215105389268,1.507536136350688,-0.07043193545669678,0.6910103333925535
0.7949694119102089,-0.7840499759066629,-0.6817807862194861,-0.5764897958298422,1.0598758187246202,-0.46921250270837883,0.13810838085073449
0.8569590781357076,-1.221545616454106,-0.8108426517009848,-0.7526552413403366,0.11313610703769027,-0.6016057586274,-0.0030580784124921287
0.9426546691503127,-0.21619432917543513,0.3075960558234275,0.03672605141016339,0.5982865757686496,0.3078316163200706,0.12049989786103096
-0.011438262822180372,-0.1776852849630523,-1.0285086509093844,0.49426853527435144,0.6452019201140781,-0.3449776073796415,-0.7480614203218857
-0.5942451763119573,-1.097149856203617,-1.1374194925057561,-0.7398038276463372,-0.1182115010718431,-1.6008551196448157,-0.8540966812863775
0.04077863088277391,0.22092839370965192,0.6547970050836038,1.0175465537347337,0.7200357449430382,1.237994259552154,0.7525466362408966
-0.4717821496040962,-0.724494119479528,-0.29149149369453753,0.27524846295809996,0.7580311957590141,1.010759603606176,-0.5027960960744089
-1.084207352942707,0.012053710084089224,-0.5092899160456256,0.4907953767868819,-0.030229045181460964,0.03498458453710367,-0.7954887347430181
2.5476331360109925,1.4651619562755818,0.905147636574513,1.3108358123747375,1.331942080538031,0.8032009054656776,1.9647635124944562
1.7536351329527926,0.8007307104502351,0.6733499879236726,0.9102025425947595,1.2157979028497083,1.0407143909111556,1.2763950176105168
-0.9037994375426459,0.6183123723709992,-0.6217506345992707,0.6649643023377976,1.135793493596064,0.19439227859767808,0.23187341139425444
-1.1709189201895513,0.2602270566276509,-0.612789965424397,0.9180661311697722,-0.04327367137902572,0.15315445410737596,-0.6443952911935579
0.3868524180757363,1.5473545683360403,1.4082539966250525,2.517063941575932,1.5257220461023766,1.5913848467355645,0.7855244274264459
-0.06674111060565413,0.8793862234582762,-0.928178546843514,1.3653376998847855,0.07154770764151268,0.1743473861961422,-1.1291483162364564
-0.9462653658862593,0.06552809497800657,-1.072592369204523,-0.015400211327481808,0.7634753504147027,-0.9131177399636853,-1.1311661000412117
-1.3216068942562955,0.26121190119984106,-1.0686980099336556,-0.1662233771106257,0.46817115791574176,-0.9964339036028698,-0.14492621291448893
-1.3248777154602098,-0.41288468924799016,-0.8697679099213961,0.2326070653293713,0.6772087678199813,-0.045654651807218366,0.4648854928153112
