Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17
-0.9036868421785839,-1.4905528429254014,-0.8455968382189375,-1.1692516534538346,-0.5056370453291368,-0.7928229696266971,-1.663900779603697,-0.9475012174215196,-1.283813215119598,-0.912076301328679,-1.3867348291939374,-0.5134463604887265,-0.9748630160494353,-0.05771772884371328,-0.6285061356419782,-0.4703062327369968,-0.3228202925895631
-1.2774427699258548,-2.361979209173419,-0.15583828381047124,-0.4844996640001291,-0.4657841471237169,-0.30799947766515656,-0.9850712878737413,-0.39318952723293227,-0.9832331177809394,0.10235852591066286,-1.6148038155230056,0.5482815197493229,-0.41424392829966306,0.1919356774574509,-0.8755833611861733,0.06302043019492887,0.33809723877786907
0.395835261082572,-0.8987300148206346,0.9034728245299647,1.0412130502638368,0.3018190435036826,0.5038378405780399,-0.3955386489467006,0.8274330748530165,0.4461625570713122,-0.307885904796287,-1.3459254806406857,0.7124826677898819,1.3704726250196018,1.907433679408579,-0.5523029312224119,0.5178590538655385,1.8246754876657933
0.18279781354014743,-0.5561494046292184,0.7098031770895638,0.2361038836560442,0.5834739419009852,0.7994619182561189,-1.4300382126249884,-0.3683966700653077,-0.17050964330717305,-2.528673573391135,-0.6460463587062121,1.6567244856596528,1.0537528487733783,1.2050445079538565,-1.1287693242179686,-0.6223437077512693,0.8039264218829999
0.09215526147454697,-1.1538145736345147,1.3802290536746307,0.6359528587627757,0.6800358386363252,0.9991506663124128,0.5856555811637312,1.83411290747522,-1.0076524131301017,-0.6829640050654708,-0.28827294974238526,1.0286339482941003,0.16774636576972318,1.1801339964878337,-0.27892080211103476,0.15377880737118807,0.2468822619137372
1.4577691339320815,0.7754461604332228,0.8332230320147718,1.253175633313784,2.297193899196236,1.9023014774995182,1.2321292018950014,1.7534174382064713,0.8112826310530968,-2.0481591446862857,1.6758703515037643,1.4513411258957054,0.4127886273142793,2.02598412711757,1.0642341760888365,0.8112550213662436,1.2610686646553597
-0.5835141613338475,-0.6566388438026466,-0.03046480428666632,-1.0620571515720494,0.6405820416486624,1.0245037748631847,-1.4848393199937036,-0.22011428781323528,-0.4081822166088578,-1.3051189436572965,1.4530903359870737,-0.4248899299850272,-0.7492053058716206,-0.5710719651048383,0.9345691715661882,0.44540723761313167,0.10568230060526455
-0.5796184093152786,-0.8651675128188548,1.0858753391426164,1.161759027699038,-0.44608065300612804,1.0115829236082943,0.7708732386670661,0.7714263129760474,-1.0233574078995786,-0.7210795636059981,0.6942104860772237,-0.6525514823512751,-0.5632430421911491,0.5522523601194561,0.6421581292180077,0.39024994585893685,-0.17725389801794822
-0.25977570136457445,-0.09662605406812179,0.16354379451853193,0.6357085692342627,-0.9824379384911825,0.11184698664861281,0.17571273584380656,1.080732890382925,-0.7522227920073391,-0.5127090795842663,-1.758594842784527,-1.4740391856052846,-1.5017079857156772,0.786414986933263,-0.5307051647769089,-1.8728483030354732,-1.517526041122367
0.973351134607014,0.7646738045428125,0.6038611485361902,0.0029124198819248455,1.3924747090373104,0.534652817278242,-0.07106991452302637,1.332948302018632,-0.2956885628733435,-0.6087799989149913,0.14446698764050828,1.3884671976698282,-0.22892716192106136,1.3592298762960469,-0.10400621787473793,0.12452379271899656,0.7321601359231025
